,norm,cross_correlation,correlated_snr,chi2,snr_likelihood
5ed254bbda,3.7662677176475613e-19,-4.9727432512630115e-05,2.080030174388416e-19,3.0717144883028272e-74,1.0
5ed77f4370,4.176643778412997e-19,-0.0005047832314648859,1.1938861919458517e-19,5.307178563294683e-74,1.0
5edbcc2b7c,3.2840391589294975e-19,0.00017389383232237213,1.917932980634736e-20,2.1380972661240293e-74,1.0
5edeaf088d,3.548981433768168e-19,-0.00023439088076095897,6.742745389980372e-19,1.1544190408257244e-74,1.0
5edfb9311d,3.8613088510763815e-19,-8.310851664333441e-05,2.846164915099451e-19,3.943855373696428e-74,1.0
5ee23213ee,2.832908709539915e-19,-0.00018556929596556755,1.3054159769466642e-20,9.90762154915264e-75,1.0
5ef4f7143f,3.0465880465713293e-19,-0.00018887936955474833,2.8937448117092856e-19,1.2548289227229654e-74,1.0
5efd79a5a4,5.583885762048107e-19,6.644299967110081e-06,5.4123991359837085e-20,1.7268586255251812e-73,1.0
5f0633bac7,4.031578406938334e-19,0.00038012844716043794,1.6314711572226798e-20,4.991795896616794e-74,1.0
5f0b335ec9,2.7891380013207253e-19,2.5238488030151018e-05,2.810644546840356e-19,7.480664125723146e-75,1.0
5f0c9bea3f,3.085853739454826e-19,0.0002015474123547634,1.2301785130866545e-19,1.1702594655074122e-74,1.0
5f14a50281,3.0520327787842054e-19,-0.0003071229936680014,3.738137401838904e-20,1.4852394102798342e-74,1.0
5f15e857f1,3.7484627705657225e-19,-0.0004245999832957164,2.1131259786636301e-19,4.000891005639495e-74,1.0
5f1732295f,3.3767560692940715e-19,-4.076463848326547e-05,3.953458967049759e-20,1.7319932453128164e-74,1.0
5f187cf6cc,3.5917500561533746e-19,1.3298673225575709e-05,8.695922433750084e-20,3.249035140415944e-74,1.0
5f1f6ca3b6,3.3215033238110417e-19,-0.00011389414106081348,2.2995644949261493e-19,1.8632786620380007e-74,1.0
5f22788444,3.619359460989597e-19,0.00014735028533754196,9.271544534841822e-20,2.9847431519894823e-74,1.0
5f248828d0,3.6461985130990906e-19,-2.8489035360109295e-05,1.6753103062512042e-19,2.64630633548029e-74,1.0
5f284d6eba,3.3083474941523474e-19,0.0002314220601514507,2.748992693117725e-19,1.6256144934579226e-74,1.0
5f2aa86368,3.854088826300244e-19,0.0002009412556979367,4.916403191752069e-19,2.8978028335267695e-74,1.0
5f2e56a5a2,3.8431733110836586e-19,0.00021205600419924907,7.231277429494205e-20,3.653875566586397e-74,1.0
5f306b87c0,4.3310162570616957e-19,-0.00011659784662851332,9.772278222991036e-20,4.994633656349053e-74,1.0
5f4049c5d8,2.4521405128817237e-19,0.0001382084008698152,1.173725129142046e-19,5.690531670356209e-75,1.0
5f42b5a49c,2.3549258654176785e-19,-0.0004863732441268826,1.6026052243346265e-19,3.483198446812681e-75,1.0
5f4b42daae,3.001067381355546e-19,0.0003004382034088172,1.4244022163173197e-19,1.1516470863196025e-74,1.0
5f4c65274e,4.46802126517815e-19,9.764117816582788e-05,3.2435356259378376e-19,7.42620487058883e-74,1.0
5f4da8b5be,2.5224558134127803e-19,-0.0002477208116920851,1.3038822257127238e-19,5.54540426859747e-75,1.0
5f508dfdf4,2.870199590092106e-19,-0.00013497807836122819,9.394916714634651e-20,1.0432310909873492e-74,1.0
5f51f19304,4.0003440589108716e-19,0.00014500307449688552,2.8187530010871786e-20,4.634287034540572e-74,1.0
5f55b4e357,3.448503830506411e-19,1.7517225341994374e-05,5.632808815765985e-20,2.2457708713000623e-74,1.0
5f5d2c93b0,3.5443424166764803e-19,-0.0001830368110344018,1.6082077876218954e-20,2.420739541277942e-74,1.0
5f63bbca3f,2.4839795620183455e-19,0.00015891965140609854,3.441772400121164e-20,6.124050960166143e-75,1.0
5f63ee138b,3.8829116254449895e-19,-0.00027666422171665017,2.0628438476243054e-19,3.941078847282419e-74,1.0
5f641617c7,3.611856221999e-19,-6.48756331928817e-05,1.1047498861807892e-19,3.14144083191928e-74,1.0
5f67cc7eee,3.595648627854709e-19,-0.00022920132100147947,1.6820711655797988e-19,2.5390652648645277e-74,1.0
5f682f99a1,3.6488387058055243e-19,0.00016047486269450104,3.341880634704643e-19,2.476931245144525e-74,1.0
5f690b61a0,2.898788285428832e-19,4.376559541889597e-05,2.2599240259755166e-19,1.1450752238005194e-74,1.0
5f6b0b9637,3.64916791339936e-19,-8.492942482769033e-05,8.988297459317018e-20,2.989649815540416e-74,1.0
5f72072b40,4.2361498891339626e-19,0.00016717119544856833,2.52491060279086e-19,4.7948512546625665e-74,1.0
5f7913b44d,2.5813934053943574e-19,0.00023178762790442042,4.5360301355614897e-20,7.864148120595068e-75,1.0
5f7ad27659,3.479707371527042e-19,3.319342679607473e-05,1.9985140413321784e-20,2.3109905976356295e-74,1.0
5f7b8f71d6,3.415611911896629e-19,9.535404427230168e-05,1.5158697487612212e-19,2.3006133298197644e-74,1.0
5f7bd3f023,3.1306283050077394e-19,7.031770262178272e-05,3.867310888998117e-20,1.518322605451009e-74,1.0
5f7c0d6c4c,4.346859918668579e-19,-9.171495211122707e-05,1.72864954161599e-19,6.362501602358502e-74,1.0
5f80bcec2d,3.875349761273161e-19,-0.00032290880010588525,5.472328576183875e-20,3.705551017174336e-74,1.0
5f80d77e12,3.3375509280615453e-19,7.710057544752308e-05,1.330823305242814e-19,2.40410558863707e-74,1.0
5f818ec261,3.675441003003115e-19,0.00022949861312189827,2.0477228278598365e-19,2.993972621511134e-74,1.0
5f85c99679,3.959543715818921e-19,-0.00041581265020989997,1.6444483585191418e-20,4.4181024475240305e-74,1.0
5f8b1eb8dd,2.978895052292161e-19,-0.0001307289394372189,7.098870749552485e-20,1.3782529697643368e-74,1.0
5f94a41484,4.4838661885888275e-19,8.38033560093271e-05,1.9581111439923916e-19,6.201722101460747e-74,1.0
5f95ac106c,3.587492981811866e-19,5.287226611293534e-05,1.7611473740631135e-19,2.8930420956953955e-74,1.0
5f982fc3c5,3.725408659593902e-19,0.00017792855044485478,5.452621358464728e-20,3.622682424033067e-74,1.0
5f9c77f362,3.158621915222213e-19,8.274309186736426e-05,1.1720380065876976e-19,1.4764651891842455e-74,1.0
5f9d317caf,3.2348687432765406e-19,-0.00045638260835709535,8.802786122916121e-20,1.9972809408443416e-74,1.0
5fa5a7876c,2.920216646490929e-19,-0.0004434509189541709,1.7664444577263444e-19,1.0757714841800283e-74,1.0
5fa908a7a5,4.252672377917874e-19,0.0001468365501951974,2.6909242240037794e-19,5.3895808755243644e-74,1.0
5fabef9f98,3.3932740491901746e-19,0.0006688608511616609,8.761927412080074e-20,2.70475492292412e-74,1.0
5fb02a6407,3.7809512937317504e-19,0.0002991776225929921,2.8190830753100493e-19,3.17788210930621e-74,1.0
5fb1f0c7c9,3.4102734643716097e-19,-0.00032007955240085804,5.941647731141958e-20,2.3628504216438e-74,1.0
5fb329bd31,3.204124663400709e-19,-0.0003067501533312964,1.4871100497331555e-20,1.680203822536342e-74,1.0
5fb6ecff95,4.0835780394277e-19,0.00016422180731074637,1.5661466894797337e-19,4.774942947843697e-74,1.0
5fb9849e09,4.332207015683505e-19,-0.00014758027100576646,5.872456092495207e-20,6.619583809069069e-74,1.0
5fbe7415c2,4.170460529861758e-19,-2.0043430146180727e-06,5.407965520384134e-20,5.589790835584982e-74,1.0
5fc23f1073,3.6674682725872463e-19,0.0002708792976484869,6.166392043414778e-19,1.846901445924247e-74,1.0
5fc4a2a08e,2.847444077639313e-19,-0.00047450481073483717,2.9852680692396423e-19,9.952889108941743e-75,1.0
5fcb958a89,3.241486919760652e-19,-9.576702338714187e-05,2.502981436775796e-19,1.9617011526436467e-74,1.0
5fd766277d,2.7974199867111744e-19,0.00015210666439843137,2.0374461234553793e-19,7.724372152831068e-75,1.0
5fd8be26e2,3.896994281365904e-19,-0.00020861174210088122,5.289429379655558e-21,3.763989931584977e-74,1.0
5fdbc26cd7,3.3773021094552247e-19,0.00025306857947486876,2.3496697224054724e-19,1.881483316551106e-74,1.0
5fdcd67ce2,2.691840921259365e-19,0.0006300030351183437,3.242416180687024e-20,8.169708119137251e-75,1.0
5fdceb74e3,3.9645223972467107e-19,3.742906410085853e-05,3.085466501238625e-19,3.7772121194911314e-74,1.0
5fde7c8177,2.809019957809873e-19,-0.000230267438123936,1.6605123227753096e-19,9.00911212673968e-75,1.0
5fdeb7cb26,4.0015268859279627e-19,-0.00020616884066672428,7.935885757889706e-20,4.623659676566945e-74,1.0
5fe1760f74,3.9792050522609235e-19,-0.00010184688843658876,1.3982817796281883e-19,4.504381491278455e-74,1.0
5fe90de422,3.6151920510489123e-19,0.00011971079284845741,2.4608196681587137e-20,3.1327963647265996e-74,1.0
5feb9b25ea,3.278454613840825e-19,0.0002325175456767546,1.3112347839659983e-19,1.6029603400385245e-74,1.0
5fedbbb0e0,3.684348752365e-19,0.0005971656558226364,4.860594449979047e-20,3.0428214739400205e-74,1.0
5fee77ed29,3.753852120453673e-19,-0.00025616458528972643,3.7101059861068787e-19,2.8648532402650597e-74,1.0
5fefdea0c5,3.4054705048173803e-19,-0.00022027359536610496,6.742825077110252e-20,2.697243458088386e-74,1.0
5fefec9235,3.0668442263015053e-19,-6.759524148871549e-05,1.1451964626674805e-19,1.597049110542509e-74,1.0
5ff419a179,4.1381036037141e-19,0.00026726303905987323,1.322163451004172e-19,4.942263445544532e-74,1.0
5ff9a10531,4.1070664747986824e-19,-2.832960253866281e-05,3.237874019112563e-19,3.9049419330317045e-74,1.0
5ffc2f1f29,3.693280221467016e-19,-0.0005470360773662526,2.5885246223100107e-19,3.2685558134265835e-74,1.0
5ffd0de9ab,3.6937258621130577e-19,-0.0004109811358393352,1.0726183713483366e-19,3.589612059160836e-74,1.0
60025bb3d0,3.9169903455312527e-19,-4.6725520044213175e-06,3.7136121096764144e-19,4.0402213596938075e-74,1.0
6006687763,2.551615228354938e-19,-0.0006164086629947502,1.3982909286552343e-19,5.801114611115577e-75,1.0
600ad15bb0,3.7708885441128754e-19,2.547520664867224e-05,2.3610837852970207e-19,3.3492135499793916e-74,1.0
600b839612,3.581172464385049e-19,-6.0783214427026134e-05,3.5481233781273305e-20,2.7314153676016626e-74,1.0
600c5f6607,3.514116947989052e-19,-2.9230467945740973e-05,1.6006121717494436e-20,3.1425616245715547e-74,1.0
6016e69844,3.7665239859089354e-19,-0.00021123390955009983,2.175192571513921e-19,2.9813897803094373e-74,1.0
6017352af2,3.6869838072779884e-19,3.490809902273499e-05,2.1115316848489428e-19,3.0682372687372432e-74,1.0
6018eca7fd,2.983711500758662e-19,0.0007379316324530759,1.7766927706900025e-19,1.314182862440569e-74,1.0
601c0fda10,3.346508034396155e-19,-0.0005575807582022912,2.1272889413407983e-19,2.1913461219912348e-74,1.0
601cb8cb51,3.302131825857686e-19,-1.5002968148494687e-05,1.869511867361811e-19,1.71769704971114e-74,1.0
601da31f89,3.433526651722013e-19,-8.834978189602456e-06,1.8102163213268114e-20,2.3131471651841607e-74,1.0
601e2d8689,3.6090349304519495e-19,7.667617028107945e-05,9.749541011556653e-20,2.753866665650288e-74,1.0
60202eeafa,2.594421698301899e-19,0.00022893985448146228,4.552338578055697e-21,7.019257924819563e-75,1.0
60250b700f,3.413899498690838e-19,-5.0505791696136876e-05,1.6939281510213722e-19,2.0326654229320047e-74,1.0
602555e153,3.217674447595459e-19,0.00029461526487225144,2.722300855834245e-20,1.6899448260892253e-74,1.0
602831e614,3.385990055977581e-19,0.00011652178970287513,1.0143596264194386e-20,2.3087138328528223e-74,1.0
6029dd7795,3.7538585337527066e-19,-0.0007154495838210364,1.4265248418085736e-19,3.70267484481257e-74,1.0
6032d5d226,3.605268400131484e-19,-3.770450011925124e-05,1.298485022201885e-19,2.9676362336291477e-74,1.0
60334a976d,3.524275331749778e-19,0.00031263884362001197,1.6915944718774153e-20,3.0021712136684727e-74,1.0
60370668ff,4.0223130941166184e-19,0.00014727362374370394,5.346961734162565e-19,3.2509645261439302e-74,1.0
603f2fded5,3.469364966139487e-19,0.0003003307167107105,2.189629925315869e-19,2.2461333507970785e-74,1.0
6042aae7ed,3.486658065486363e-19,0.00021398007932505104,3.390563658520794e-19,2.481556115390179e-74,1.0
60456b034c,3.4952656177080636e-19,0.00048427729263992756,2.4233432280398184e-19,2.408846459505041e-74,1.0
60464bca40,3.88228406428245e-19,-1.27473216836097e-05,2.905182320476628e-20,4.293133420800255e-74,1.0
6048c47c29,2.5394741868880707e-19,0.0007422674527701233,3.104532157884086e-19,5.873237809879674e-75,1.0
604aca2445,3.4207467658355384e-19,-5.314101709663417e-05,1.8978540529646394e-19,2.172246084444662e-74,1.0
605db208f2,4.2700810333149913e-19,-3.131596637011032e-05,8.880017712327355e-20,6.127952275338823e-74,1.0
6062d5c525,3.220802417515439e-19,-0.0005245318367266617,1.7313500858427753e-19,1.905899777704943e-74,1.0
6062ef0f64,2.7937909473996235e-19,0.00033994729841115435,2.4150553245170837e-20,8.501265852929462e-75,1.0
6068962f76,3.804160052530764e-19,0.00034598750682124406,2.675824759936841e-19,3.2835619795990194e-74,1.0
606f7c9aaa,3.0540820424402745e-19,-0.00034623810118967265,1.6772277746100372e-19,1.3139058772259779e-74,1.0
606fb07883,4.669623012181643e-19,0.00019177371112349362,6.768588830548123e-19,5.5279001923176045e-74,1.0
6071d098f0,3.431814162525794e-19,-0.0007257868137931809,1.7147016644734763e-19,2.368733039264614e-74,1.0
607998ffde,3.8285932855835465e-19,-0.0003205133814410668,5.079933876307645e-19,2.8328338717163164e-74,1.0
607ad60c7b,3.475977094201298e-19,3.536594465283557e-05,2.336409649292592e-19,1.9132228841785592e-74,1.0
607aeef295,3.264935252402127e-19,-0.0002470972706645969,1.329802058799162e-19,1.5970474316912144e-74,1.0
6084e5b734,3.9059098825541677e-19,-0.0004341760532324919,7.913581844785027e-20,5.210333084000605e-74,1.0
60855f5014,3.3424122402935587e-19,-0.0006486259168440759,3.7448970170280554e-20,2.0596916124847497e-74,1.0
608ba86fa1,3.164510033173916e-19,-0.00036966965123530504,2.2987438796394e-20,1.7379013744478092e-74,1.0
608cadcae1,2.911524062387844e-19,2.639702499618286e-05,5.870525957160332e-20,1.2084423099856387e-74,1.0
6090698def,3.362666239564121e-19,0.0003101941220593586,1.1920069164886514e-19,2.504182150632567e-74,1.0
6095ae22ba,4.152055675955114e-19,7.956431497816257e-05,2.309032305634464e-19,6.268888397221718e-74,1.0
60988c16c0,3.7450766892414363e-19,-1.3538780484573051e-05,8.759226314633027e-20,3.30382033991758e-74,1.0
609d1d0eea,2.6172030476319436e-19,9.134495956866823e-05,7.41652985192522e-20,7.370324398303179e-75,1.0
60a1c09814,3.655702449762232e-19,-0.00022844533629586333,1.0121232422310093e-19,3.239472177734769e-74,1.0
60a2b3c315,3.768852812895844e-19,0.00010413179128416675,1.474819863655926e-19,3.377577518737847e-74,1.0
60a7152039,3.388820500372511e-19,9.07226424316297e-05,2.057527051682883e-20,1.983562603904539e-74,1.0
60a7220ec2,3.0800236905712905e-19,-2.1042023895862712e-05,2.8600218361234073e-19,1.2417024504846423e-74,1.0
60b35534cc,3.1600281741300956e-19,5.4404792003337184e-05,1.130721089381181e-19,1.7949407101652837e-74,1.0
60b77659b4,3.3683168641770253e-19,-0.00032602302240300365,1.0127394329987351e-19,2.162959917212262e-74,1.0
60b927196a,3.8398023260050013e-19,-0.0002597395145347398,2.27515478137116e-19,3.4980969034521158e-74,1.0
60bbe9630a,4.1553760541102853e-19,-0.00037026054985934016,2.538456342594055e-19,4.964519074421134e-74,1.0
60bd09ff0b,2.93974249496112e-19,-0.00033755925579483385,2.1445873315443322e-19,1.047288260555287e-74,1.0
60be530006,3.772547393914625e-19,-1.780149056449419e-05,1.0546313961317812e-20,4.0128784309557125e-74,1.0
60c04aa0ac,3.248257555547086e-19,0.000403145288369956,6.97620978722185e-20,2.062066653832068e-74,1.0
60c3f24da6,2.9278769651057676e-19,5.449830762646602e-05,2.2543945509468e-19,1.2858530222112166e-74,1.0
60c5c2a6a0,3.2375847532592584e-19,-0.00012537041015776604,1.9256726448494147e-20,1.652128519211287e-74,1.0
60ccae57a4,3.421166663430049e-19,-0.00017399614653846403,5.187394168909923e-21,1.8057106612821662e-74,1.0
60d020625c,3.707418508698435e-19,-0.00020934810707488134,1.0037576828333163e-19,2.7871499133554364e-74,1.0
60d36b8a63,3.8366334974688267e-19,0.0003401057902850153,2.9232179461368804e-19,2.7690757547708812e-74,1.0
60d54694af,4.587123826296346e-19,-1.9933892545827246e-05,4.973855611771987e-20,9.367152773273789e-74,1.0
60de4ce6e3,3.5012698405115287e-19,0.0005334771233684711,1.1158409393089963e-19,2.8227979004522645e-74,1.0
60ded95055,3.151163329486617e-19,0.00016269250836054198,3.3595702384979564e-20,1.3083970008602137e-74,1.0
60e2572a99,3.7541152556575922e-19,6.525549703185346e-05,2.732042100287902e-19,3.027134317351701e-74,1.0
60e3c8a356,4.005716970887081e-19,0.0002714479619497539,2.5073787645968786e-19,3.3322800148660005e-74,1.0
60e459bb4e,2.7526515553713317e-19,-3.140016357218499e-05,5.424003192326351e-20,9.43324267533134e-75,1.0
60ee0a9377,3.813475820359541e-19,-3.864695658828709e-05,4.917543954750053e-20,3.585928063256611e-74,1.0
60f1dc58ec,3.2863462689553316e-19,-8.29932651516557e-05,1.2316346119085893e-19,1.782721192029474e-74,1.0
60f460ca61,3.2801072224655554e-19,5.213070216007825e-05,7.54526483149415e-20,1.8727372879181108e-74,1.0
60f4e42976,3.1134004076351594e-19,-0.00018779641824049159,2.281386941962464e-19,1.28810109163535e-74,1.0
60f54da0ca,3.646107896986695e-19,0.0005435216591735886,1.1623513016458443e-19,3.6728403730394926e-74,1.0
60f9083a13,2.8907806464710113e-19,0.0005406434137474098,2.145337256244174e-19,9.001771298765192e-75,1.0
60fec7d07b,3.517711394851491e-19,4.121960900938506e-05,3.6393466086378226e-19,2.0237756101614276e-74,1.0
610bd2a67b,3.7316649778077567e-19,0.0002105278653670128,9.170106584756531e-20,3.676281539108898e-74,1.0
610e4cb13c,3.67881954591844e-19,5.779545700759778e-05,2.3242103845892064e-19,2.335010745284233e-74,1.0
610f5d592f,2.685492756492184e-19,-2.3639192547923747e-05,2.0807416726452386e-20,7.187435328820259e-75,1.0
6112c5f07e,3.3702862811966086e-19,-0.00023383609578664447,1.1277886912416327e-20,1.6978152255234513e-74,1.0
6113741546,4.2345534687300334e-19,-0.00014129740363678987,2.841832978013345e-19,5.085829013299039e-74,1.0
611a7c9a06,3.3784340424607017e-19,0.0002131578001444135,9.291462670021294e-20,2.2933997875452478e-74,1.0
611e5b4462,3.850717304419438e-19,0.00024650183011951506,2.3341650421568383e-19,3.6613229225364016e-74,1.0
6122ba6ddd,3.4685562403657406e-19,-0.00014020784211386342,2.5812929573151864e-19,2.3339882556911345e-74,1.0
6123d52a2c,3.3102741930796792e-19,0.00022013250623914546,1.887151520754861e-19,1.836430446364514e-74,1.0
61242e57a8,3.4610065865507474e-19,-5.365828384722433e-05,3.0442335507843603e-19,2.023985135712827e-74,1.0
6124644f48,3.310959276926153e-19,0.0001986639124086553,3.542337871868663e-19,1.3461864863640746e-74,1.0
61278fb38c,2.796333722125101e-19,4.821941300319428e-05,5.332726793971119e-20,9.708368964296062e-75,1.0
612876757a,3.6108184410434015e-19,3.576147375016388e-06,4.459250617139905e-20,2.9505338820111377e-74,1.0
6128d404f7,3.906514156002282e-19,-0.00021070814323713498,1.7885992101377592e-19,3.892960204380554e-74,1.0
61295ce528,3.936785400067522e-19,8.962613479032949e-05,1.6116467826144038e-19,4.980099395315039e-74,1.0
612b2942a8,3.1705730716373415e-19,4.653123423547963e-06,1.0274007232942164e-19,1.689884250673435e-74,1.0
612b70fb35,3.60574795407866e-19,7.159200523623048e-05,7.198143184816551e-21,3.1853958318684625e-74,1.0
612c2e970d,3.471627222103112e-19,0.00010579846707041845,8.907608367695589e-20,2.5892226499382427e-74,1.0
612d7fb0c0,3.940780171375645e-19,0.00021656274010203985,1.5532740183922512e-19,3.931452046975397e-74,1.0
6131749fc5,3.236655224007168e-19,0.00031269835216025954,2.791428880025397e-19,1.3529456080674686e-74,1.0
6137c66ab1,4.2305954117001303e-19,-6.65394727948529e-05,2.210544793144121e-19,5.922800608330889e-74,1.0
613fbbc3c0,2.8687172376571445e-19,1.319392084542546e-07,2.0805078499415657e-19,9.440872290976489e-75,1.0
6140300971,2.9414431520792224e-19,-0.00020441836757419202,1.0137674905210683e-19,1.1296975651651729e-74,1.0
614522f877,3.0676844469698684e-19,-0.0005201847409351032,1.8826003393460234e-19,1.6277396407431303e-74,1.0
614bb85578,3.9513402694737184e-19,-0.0001644982677771087,2.2293577503831866e-19,5.057629772824508e-74,1.0
615f1c50ad,3.5442072017005234e-19,0.00020891083902007223,2.8616404843550445e-19,2.3248962131620875e-74,1.0
6161947ab5,2.8001236554807777e-19,0.00011838291559059213,1.0895784277539088e-19,8.322261189893757e-75,1.0
616395c7d0,2.9626872535245293e-19,0.00016854065715678242,6.44850225708677e-20,1.3220326025999282e-74,1.0
6164d7afb6,3.969210353834037e-19,0.0001363932189260197,4.889697311575275e-20,3.822743125346051e-74,1.0
616b8af471,3.983572987038276e-19,-0.00020396266532352598,1.9400925503659788e-20,4.134283852284081e-74,1.0
6170e3c4d9,2.7376221366812954e-19,8.891541489452788e-05,6.863103157528912e-20,7.548060408656194e-75,1.0
6172ba3fbb,2.8445537784905824e-19,0.0005517869244200164,3.1991877855030674e-20,1.0666496066353808e-74,1.0
6172f1effd,4.1664877969486013e-19,0.00022587775021628103,1.6043685517186177e-19,5.035765978963331e-74,1.0
6173a8785a,3.4520360397492287e-19,-0.0004534219849732576,3.657061150248808e-19,1.9309371310382974e-74,1.0
6174554d1d,3.2107064752628105e-19,0.0001916418005391018,5.646731807500621e-20,1.9037784194935235e-74,1.0
6174984c84,4.061800618034075e-19,-1.1104441927090158e-05,3.4557611379079866e-19,4.29771870194114e-74,1.0
61798c879c,3.398086630078389e-19,6.881873879334016e-05,5.234652538762198e-19,1.4089217991482e-74,1.0
6179ea9711,3.818465034595795e-19,-0.0002548306435211567,2.195865528232902e-19,4.003527067372643e-74,1.0
61820c529a,3.014055545839429e-19,-0.0004277337961929312,1.1492455404602553e-20,1.4501625067806286e-74,1.0
6182650e66,3.4098483097162776e-19,-0.0001270973908854588,1.3371204692105224e-19,2.2969010004917165e-74,1.0
61859e40eb,3.959590389694934e-19,-0.00016661347471661663,4.445120991605027e-20,4.1143917257752834e-74,1.0
61868b3ed1,4.1296564989500535e-19,0.00010649612448518535,2.574949928328715e-19,4.873624636723073e-74,1.0
6189de2a26,4.1534853420883873e-19,-0.00021572318509138216,1.3402643382992076e-19,4.229124311323324e-74,1.0
61944b997b,3.5876623060729017e-19,-0.00010377600230082261,9.109172775910763e-20,3.2355073434885573e-74,1.0
6195425860,3.356378481333267e-19,0.0003477714242260666,3.671253517077371e-20,2.528933724771536e-74,1.0
6195c79b17,3.4373142407698104e-19,-0.00013947659989294698,1.0594778007656459e-19,2.374076129061401e-74,1.0
61977006da,4.183723866829597e-19,-0.00018127993481115138,1.0633953569404153e-19,5.445639960858675e-74,1.0
6197b5b641,3.8813510963403585e-19,-4.495574338337708e-05,3.570457956977805e-19,4.331853474348974e-74,1.0
61987e5145,4.266275585557703e-19,0.0006906235028747227,3.0131678478030877e-19,6.096482322810068e-74,1.0
61a2a26faa,3.6254558511100414e-19,0.00026082711623671544,3.952000581685366e-20,3.022454475718579e-74,1.0
61a81c4a74,3.0867070163846526e-19,-0.00014641095159334465,2.2882897747319216e-20,1.5125850615084865e-74,1.0
61b1fbdee9,3.304718026701164e-19,9.172933721405216e-05,1.4906273282621736e-19,1.8702324926455836e-74,1.0
61b92cc5d0,3.0898399155959402e-19,9.092549863262362e-05,1.5770762762893161e-19,1.4380415687266098e-74,1.0
61bcfb883f,3.2170097040636644e-19,0.00032176814297227264,8.720262070368454e-20,2.375423181423477e-74,1.0
61bd4b55cd,3.240944096645499e-19,-0.0003928591780234242,2.9763352488324385e-19,1.5898134975657994e-74,1.0
61c22792ea,3.286451802303462e-19,-0.0002907159654892872,9.76456505609567e-21,2.3418358752692237e-74,1.0
61c3d7bfad,3.213755156729012e-19,0.00015408196698140823,1.4773695001906323e-19,1.8828496565883666e-74,1.0
61c6a97f73,2.8002628012803365e-19,-0.0003754459417182739,2.0579541890626743e-19,8.835174818070617e-75,1.0
61ca8e88fa,3.7083142534668467e-19,0.00013585018186052674,2.5632093670352635e-19,2.549526333689603e-74,1.0
61cee474ac,3.537339948350086e-19,-6.345085824538463e-06,1.182991378673805e-19,2.9826419277546975e-74,1.0
61d751f77a,3.601784087267114e-19,0.00010907438462276069,2.1058386393137375e-20,2.796969356707651e-74,1.0
61dc93465e,3.150225928329233e-19,-4.826117066753825e-05,4.518341479414897e-20,1.6033393593911127e-74,1.0
61e1427d3b,3.141676857338305e-19,-0.00028525131722289106,6.992730747253225e-20,1.6929148807607372e-74,1.0
61e2d7ef6c,4.204941043259669e-19,-0.0001808497635281009,5.456032653283169e-20,5.7694060852261486e-74,1.0
61e32e9016,4.077383568754858e-19,-0.00036503215194089254,2.325480216490962e-20,4.6582213729048046e-74,1.0
61e448514b,3.932070150399873e-19,0.00018007729007480145,5.1768847869217225e-20,3.891530601844046e-74,1.0
61e45c0241,3.0920330898793567e-19,0.0003880581489778902,1.1556297305983222e-19,1.360959537312473e-74,1.0
61e6f51002,3.9527996671641816e-19,-0.0003155330684375671,1.6385587262645162e-19,6.654271963809934e-74,1.0
61e96c38b0,3.666875221193652e-19,-0.00029501841514550996,1.6105076932225109e-19,2.8551630778321907e-74,1.0
61f1a58f87,3.3092513448875887e-19,8.66824999840739e-05,3.328851251886847e-20,2.004298644603911e-74,1.0
61f6c0dfaa,3.285816751177759e-19,-0.0002183607999972638,1.3959419658313061e-19,2.0074812423602183e-74,1.0
61faf29f01,3.4861091348930713e-19,5.0821799966427926e-05,8.598727620333989e-20,2.649954746988782e-74,1.0
61fc200c57,2.7792759589038233e-19,2.074342517558377e-05,4.682285749502554e-20,9.228506180266835e-75,1.0
61fe259e19,2.9808141828358474e-19,0.0001744658635187634,1.4879750522212616e-19,1.429688407270306e-74,1.0
6205403b16,3.4411957278258556e-19,-0.00036935094244339476,1.6198672043285955e-19,2.3743474959711668e-74,1.0
620651685e,3.2122330042261403e-19,-4.93970339587053e-05,1.3555959998507774e-19,1.6188241765096266e-74,1.0
620a38f109,3.898435206521818e-19,-9.625444308995672e-05,1.6398764899949014e-19,3.4161620896426633e-74,1.0
62139c02fe,3.3665223604497563e-19,-0.0001874672520771642,6.194148904145085e-20,2.1181150408512934e-74,1.0
6217f74b3a,2.7627230868125033e-19,0.0005414339289666534,1.324444742303053e-19,9.265208335144257e-75,1.0
621880ca6d,3.1403987181615013e-19,9.168492934455895e-05,4.204811027589079e-20,1.6044752573364005e-74,1.0
621b099f6a,3.174524698655498e-19,0.0002135316510987789,2.7998312672587725e-19,1.7176248462192697e-74,1.0
621dd7d4d3,3.0567661318484743e-19,-3.1391208496915186e-05,6.17338993442123e-20,1.214894072870346e-74,1.0
621ee4064e,4.080336362534034e-19,-9.431385956330287e-06,2.030054977737144e-19,4.865156399691115e-74,1.0
621f11dbe5,3.830917911934216e-19,-3.27880599503126e-05,2.760638871572248e-19,2.6260245660109053e-74,1.0
62218a2160,3.5167844395948873e-19,0.00022955660015588263,7.004400959486775e-20,2.4511718122866446e-74,1.0
622aa232b6,3.582465461325898e-19,-0.00017203124607644577,3.354061748373489e-20,2.52821599491167e-74,1.0
622c0ae9ae,2.884978277201992e-19,2.4009086763424834e-05,3.230844481078643e-19,7.849504763693226e-75,1.0
6230af0fba,3.4643193865394293e-19,-0.00011894735375831497,1.317766684153553e-19,2.7296150387600696e-74,1.0
